codigo_estacao,fonte,ano,rajada_ms
A847,ERA5 original,2010,17.4071
A847,ERA5 original,2011,17.5215
A847,ERA5 original,2012,17.6347
A847,ERA5 original,2013,17.9738
A847,ERA5 original,2014,20.8021
A847,ERA5 original,2015,17.3984
A847,ERA5 original,2016,19.7559
A847,ERA5 original,2017,17.4463
A847,ERA5 original,2018,16.0268
A847,ERA5 original,2019,17.4767
A847,ERA5 original,2020,18.8085
A847,ERA5 original,2021,16.429
A847,ERA5 original,2022,21.9314
A847,ERA5 original,2023,18.1043
A847,ERA5 original,2024,17.5892
A847,ERA5 original,2025,19.7393
A847,INMET (real),2007,18.7
A847,INMET (real),2008,22.7
A847,INMET (real),2009,24.9
A847,INMET (real),2010,22.2
A847,INMET (real),2011,23.8
A847,INMET (real),2012,26.0
A847,INMET (real),2013,20.7
A847,INMET (real),2014,20.0
A847,INMET (real),2015,19.4
A847,INMET (real),2016,24.3
A847,INMET (real),2017,35.7
A847,INMET (real),2018,23.1
A847,"V2 (IDW p=2, k=15)",2000,18.72766494750977
A847,"V2 (IDW p=2, k=15)",2001,16.21276092529297
A847,"V2 (IDW p=2, k=15)",2002,18.48369598388672
A847,"V2 (IDW p=2, k=15)",2003,18.266830444335938
A847,"V2 (IDW p=2, k=15)",2004,17.75959014892578
A847,"V2 (IDW p=2, k=15)",2005,23.08523941040039
A847,"V2 (IDW p=2, k=15)",2006,18.372051239013672
A847,"V2 (IDW p=2, k=15)",2007,17.984670639038086
A847,"V2 (IDW p=2, k=15)",2008,22.89006996154785
A847,"V2 (IDW p=2, k=15)",2009,23.862075805664062
A847,"V2 (IDW p=2, k=15)",2010,20.959217071533203
A847,"V2 (IDW p=2, k=15)",2011,23.097246170043945
A847,"V2 (IDW p=2, k=15)",2012,24.570720672607425
A847,"V2 (IDW p=2, k=15)",2013,19.846046447753903
A847,"V2 (IDW p=2, k=15)",2014,20.8021297454834
A847,"V2 (IDW p=2, k=15)",2015,18.8481388092041
A847,"V2 (IDW p=2, k=15)",2016,22.980228424072266
A847,"V2 (IDW p=2, k=15)",2017,34.011940002441406
A847,"V2 (IDW p=2, k=15)",2018,22.14414405822754
A847,"V2 (IDW p=2, k=15)",2019,17.50274658203125
A847,"V2 (IDW p=2, k=15)",2020,18.84765625
A847,"V2 (IDW p=2, k=15)",2021,16.437280654907227
A847,"V2 (IDW p=2, k=15)",2022,21.93136978149414
A847,"V2 (IDW p=2, k=15)",2023,18.342622756958008
A847,"V2 (IDW p=2, k=15)",2024,17.65177345275879
A847,"V2 (IDW p=2, k=15)",2025,19.744850158691406
A847,"V3 (Gaussiano σ=2.0, k=15)",2000,16.678625106811523
A847,"V3 (Gaussiano σ=2.0, k=15)",2001,13.778027534484863
A847,"V3 (Gaussiano σ=2.0, k=15)",2002,17.30470085144043
A847,"V3 (Gaussiano σ=2.0, k=15)",2003,16.493450164794922
A847,"V3 (Gaussiano σ=2.0, k=15)",2004,15.524335861206056
A847,"V3 (Gaussiano σ=2.0, k=15)",2005,21.014698028564453
A847,"V3 (Gaussiano σ=2.0, k=15)",2006,15.86326026916504
A847,"V3 (Gaussiano σ=2.0, k=15)",2007,15.70896053314209
A847,"V3 (Gaussiano σ=2.0, k=15)",2008,18.53912353515625
A847,"V3 (Gaussiano σ=2.0, k=15)",2009,15.073820114135742
A847,"V3 (Gaussiano σ=2.0, k=15)",2010,14.332048416137695
A847,"V3 (Gaussiano σ=2.0, k=15)",2011,14.804460525512695
A847,"V3 (Gaussiano σ=2.0, k=15)",2012,13.948453903198242
A847,"V3 (Gaussiano σ=2.0, k=15)",2013,16.617633819580078
A847,"V3 (Gaussiano σ=2.0, k=15)",2014,16.547452926635742
A847,"V3 (Gaussiano σ=2.0, k=15)",2015,15.251803398132324
A847,"V3 (Gaussiano σ=2.0, k=15)",2016,16.66692543029785
A847,"V3 (Gaussiano σ=2.0, k=15)",2017,14.606831550598145
A847,"V3 (Gaussiano σ=2.0, k=15)",2018,13.72956657409668
A847,"V3 (Gaussiano σ=2.0, k=15)",2019,14.769302368164062
A847,"V3 (Gaussiano σ=2.0, k=15)",2020,16.05955696105957
A847,"V3 (Gaussiano σ=2.0, k=15)",2021,13.849611282348633
A847,"V3 (Gaussiano σ=2.0, k=15)",2022,18.0062255859375
A847,"V3 (Gaussiano σ=2.0, k=15)",2023,18.44949722290039
A847,"V3 (Gaussiano σ=2.0, k=15)",2024,15.69277000427246
A847,"V3 (Gaussiano σ=2.0, k=15)",2025,16.5845890045166
A847,"V5 (Kriging Ordinário, Xavier 0.1°)",2000,16.678436279296875
A847,"V5 (Kriging Ordinário, Xavier 0.1°)",2001,13.779457092285156
A847,"V5 (Kriging Ordinário, Xavier 0.1°)",2002,17.305559158325195
A847,"V5 (Kriging Ordinário, Xavier 0.1°)",2003,16.553442001342773
A847,"V5 (Kriging Ordinário, Xavier 0.1°)",2004,15.521345138549805
A847,"V5 (Kriging Ordinário, Xavier 0.1°)",2005,21.023834228515625
A847,"V5 (Kriging Ordinário, Xavier 0.1°)",2006,16.367080688476562
A847,"V5 (Kriging Ordinário, Xavier 0.1°)",2007,17.1572265625
A847,"V5 (Kriging Ordinário, Xavier 0.1°)",2008,20.25507926940918
A847,"V5 (Kriging Ordinário, Xavier 0.1°)",2009,23.215866088867188
A847,"V5 (Kriging Ordinário, Xavier 0.1°)",2010,19.83650016784668
A847,"V5 (Kriging Ordinário, Xavier 0.1°)",2011,20.168704986572266
A847,"V5 (Kriging Ordinário, Xavier 0.1°)",2012,23.64112663269043
A847,"V5 (Kriging Ordinário, Xavier 0.1°)",2013,19.554697036743164
A847,"V5 (Kriging Ordinário, Xavier 0.1°)",2014,19.655733108520508
A847,"V5 (Kriging Ordinário, Xavier 0.1°)",2015,17.669879913330078
A847,"V5 (Kriging Ordinário, Xavier 0.1°)",2016,21.65697288513184
A847,"V5 (Kriging Ordinário, Xavier 0.1°)",2017,31.10465240478516
A847,"V5 (Kriging Ordinário, Xavier 0.1°)",2018,21.1409912109375
A847,"V5 (Kriging Ordinário, Xavier 0.1°)",2019,15.616036415100098
A847,"V5 (Kriging Ordinário, Xavier 0.1°)",2020,16.95492935180664
A847,"V5 (Kriging Ordinário, Xavier 0.1°)",2021,14.876954078674316
A847,"V5 (Kriging Ordinário, Xavier 0.1°)",2022,20.042085647583008
A847,"V5 (Kriging Ordinário, Xavier 0.1°)",2023,17.341449737548828
A847,"V5 (Kriging Ordinário, Xavier 0.1°)",2024,16.07634735107422
A847,"V5 (Kriging Ordinário, Xavier 0.1°)",2025,17.51683807373047
A850,Base Pré-Interpolada,2008,23.7
A850,Base Pré-Interpolada,2009,19.3
A850,Base Pré-Interpolada,2010,22.1
A850,Base Pré-Interpolada,2011,22.0
A850,Base Pré-Interpolada,2012,27.2
A850,Base Pré-Interpolada,2013,25.9
A850,Base Pré-Interpolada,2014,31.0
A850,Base Pré-Interpolada,2015,21.3
A850,Base Pré-Interpolada,2016,28.3
A850,Base Pré-Interpolada,2017,27.7
A850,Base Pré-Interpolada,2018,27.4
A850,Base Pré-Interpolada,2019,22.7
A850,Base Pré-Interpolada,2020,28.9
A850,Base Pré-Interpolada,2021,20.5
A850,Base Pré-Interpolada,2022,18.2
A850,Base Pré-Interpolada,2023,35.4
A850,Base Pré-Interpolada,2024,23.7
A850,Base Pré-Interpolada,2025,20.7
A850,ERA5 original,2000,15.7689
A850,ERA5 original,2001,18.9595
A850,ERA5 original,2002,18.7369
A850,ERA5 original,2003,18.6383
A850,ERA5 original,2004,14.2002
A850,ERA5 original,2005,16.5726
A850,ERA5 original,2006,13.6963
A850,ERA5 original,2007,19.3127
A850,ERA5 original,2008,15.1117
A850,ERA5 original,2009,19.8286
A850,ERA5 original,2010,17.06
A850,ERA5 original,2011,18.2966
A850,ERA5 original,2012,23.0752
A850,ERA5 original,2013,18.0185
A850,ERA5 original,2014,15.5603
A850,ERA5 original,2015,16.4486
A850,ERA5 original,2016,16.4621
A850,ERA5 original,2017,16.4056
A850,ERA5 original,2018,16.0225
A850,ERA5 original,2019,14.0297
A850,ERA5 original,2020,17.6226
A850,ERA5 original,2021,16.8822
A850,ERA5 original,2022,17.115
A850,ERA5 original,2023,16.7167
A850,ERA5 original,2024,20.9484
A850,ERA5 original,2025,18.8806
A850,INMET (real),2008,23.7
A850,INMET (real),2009,19.3
A850,INMET (real),2010,22.1
A850,INMET (real),2011,22.0
A850,INMET (real),2012,27.2
A850,INMET (real),2013,25.9
A850,INMET (real),2014,31.0
A850,INMET (real),2015,21.3
A850,INMET (real),2016,28.3
A850,INMET (real),2017,27.7
A850,INMET (real),2018,27.4
A850,INMET (real),2019,22.7
A850,INMET (real),2020,28.9
A850,INMET (real),2021,20.5
A850,INMET (real),2022,18.2
A850,INMET (real),2023,35.4
A850,INMET (real),2024,23.7
A850,INMET (real),2025,20.7
A850,"V2 (IDW p=2, k=15)",2000,15.768880844116213
A850,"V2 (IDW p=2, k=15)",2001,18.95946502685547
A850,"V2 (IDW p=2, k=15)",2002,18.736865997314453
A850,"V2 (IDW p=2, k=15)",2003,18.63825798034668
A850,"V2 (IDW p=2, k=15)",2004,14.20024871826172
A850,"V2 (IDW p=2, k=15)",2005,16.572612762451172
A850,"V2 (IDW p=2, k=15)",2006,13.791417121887209
A850,"V2 (IDW p=2, k=15)",2007,19.48662757873535
A850,"V2 (IDW p=2, k=15)",2008,21.686738967895508
A850,"V2 (IDW p=2, k=15)",2009,19.88021850585937
A850,"V2 (IDW p=2, k=15)",2010,21.161481857299805
A850,"V2 (IDW p=2, k=15)",2011,20.534698486328125
A850,"V2 (IDW p=2, k=15)",2012,24.894271850585938
A850,"V2 (IDW p=2, k=15)",2013,23.51395606994629
A850,"V2 (IDW p=2, k=15)",2014,28.027124404907227
A850,"V2 (IDW p=2, k=15)",2015,20.165470123291016
A850,"V2 (IDW p=2, k=15)",2016,25.678646087646484
A850,"V2 (IDW p=2, k=15)",2017,24.33463287353516
A850,"V2 (IDW p=2, k=15)",2018,25.376909255981445
A850,"V2 (IDW p=2, k=15)",2019,21.732175827026367
A850,"V2 (IDW p=2, k=15)",2020,26.08544158935547
A850,"V2 (IDW p=2, k=15)",2021,18.57310104370117
A850,"V2 (IDW p=2, k=15)",2022,17.15522003173828
A850,"V2 (IDW p=2, k=15)",2023,31.08231735229492
A850,"V2 (IDW p=2, k=15)",2024,22.373016357421875
A850,"V2 (IDW p=2, k=15)",2025,19.27672576904297
A850,"V3 (Gaussiano σ=2.0, k=15)",2000,15.885266304016112
A850,"V3 (Gaussiano σ=2.0, k=15)",2001,18.670978546142575
A850,"V3 (Gaussiano σ=2.0, k=15)",2002,18.670339584350582
A850,"V3 (Gaussiano σ=2.0, k=15)",2003,18.57435417175293
A850,"V3 (Gaussiano σ=2.0, k=15)",2004,14.44775390625
A850,"V3 (Gaussiano σ=2.0, k=15)",2005,15.989914894104004
A850,"V3 (Gaussiano σ=2.0, k=15)",2006,14.866798400878906
A850,"V3 (Gaussiano σ=2.0, k=15)",2007,18.72797966003418
A850,"V3 (Gaussiano σ=2.0, k=15)",2008,17.882970809936523
A850,"V3 (Gaussiano σ=2.0, k=15)",2009,18.128496170043945
A850,"V3 (Gaussiano σ=2.0, k=15)",2010,16.032917022705078
A850,"V3 (Gaussiano σ=2.0, k=15)",2011,17.430049896240234
A850,"V3 (Gaussiano σ=2.0, k=15)",2012,16.37900161743164
A850,"V3 (Gaussiano σ=2.0, k=15)",2013,17.63857078552246
A850,"V3 (Gaussiano σ=2.0, k=15)",2014,17.607149124145508
A850,"V3 (Gaussiano σ=2.0, k=15)",2015,16.353736877441406
A850,"V3 (Gaussiano σ=2.0, k=15)",2016,19.539209365844727
A850,"V3 (Gaussiano σ=2.0, k=15)",2017,19.588468551635746
A850,"V3 (Gaussiano σ=2.0, k=15)",2018,18.69956970214844
A850,"V3 (Gaussiano σ=2.0, k=15)",2019,17.774784088134766
A850,"V3 (Gaussiano σ=2.0, k=15)",2020,15.856054306030272
A850,"V3 (Gaussiano σ=2.0, k=15)",2021,16.9957218170166
A850,"V3 (Gaussiano σ=2.0, k=15)",2022,18.56109046936035
A850,"V3 (Gaussiano σ=2.0, k=15)",2023,18.48890686035156
A850,"V3 (Gaussiano σ=2.0, k=15)",2024,18.7115421295166
A850,"V3 (Gaussiano σ=2.0, k=15)",2025,19.774269104003903
A850,"V5 (Kriging Ordinário, Xavier 0.1°)",2000,15.88526725769043
A850,"V5 (Kriging Ordinário, Xavier 0.1°)",2001,18.73556137084961
A850,"V5 (Kriging Ordinário, Xavier 0.1°)",2002,18.67051696777344
A850,"V5 (Kriging Ordinário, Xavier 0.1°)",2003,18.57382583618164
A850,"V5 (Kriging Ordinário, Xavier 0.1°)",2004,14.445205688476562
A850,"V5 (Kriging Ordinário, Xavier 0.1°)",2005,16.20888900756836
A850,"V5 (Kriging Ordinário, Xavier 0.1°)",2006,13.82075309753418
A850,"V5 (Kriging Ordinário, Xavier 0.1°)",2007,19.231952667236328
A850,"V5 (Kriging Ordinário, Xavier 0.1°)",2008,23.45775985717773
A850,"V5 (Kriging Ordinário, Xavier 0.1°)",2009,19.60476303100586
A850,"V5 (Kriging Ordinário, Xavier 0.1°)",2010,21.966007232666016
A850,"V5 (Kriging Ordinário, Xavier 0.1°)",2011,21.73252487182617
A850,"V5 (Kriging Ordinário, Xavier 0.1°)",2012,26.58517074584961
A850,"V5 (Kriging Ordinário, Xavier 0.1°)",2013,25.437110900878903
A850,"V5 (Kriging Ordinário, Xavier 0.1°)",2014,30.634349822998047
A850,"V5 (Kriging Ordinário, Xavier 0.1°)",2015,20.740375518798828
A850,"V5 (Kriging Ordinário, Xavier 0.1°)",2016,27.663654327392575
A850,"V5 (Kriging Ordinário, Xavier 0.1°)",2017,27.1416130065918
A850,"V5 (Kriging Ordinário, Xavier 0.1°)",2018,26.80762481689453
A850,"V5 (Kriging Ordinário, Xavier 0.1°)",2019,22.420345306396484
A850,"V5 (Kriging Ordinário, Xavier 0.1°)",2020,28.55363655090332
A850,"V5 (Kriging Ordinário, Xavier 0.1°)",2021,20.30975341796875
A850,"V5 (Kriging Ordinário, Xavier 0.1°)",2022,17.985517501831055
A850,"V5 (Kriging Ordinário, Xavier 0.1°)",2023,34.80829620361328
A850,"V5 (Kriging Ordinário, Xavier 0.1°)",2024,23.59102249145508
A850,"V5 (Kriging Ordinário, Xavier 0.1°)",2025,20.548269271850582
A870,Base Pré-Interpolada,2016,17.2609
A870,Base Pré-Interpolada,2017,21.4
A870,Base Pré-Interpolada,2018,20.7
A870,Base Pré-Interpolada,2019,19.2576
A870,Base Pré-Interpolada,2020,21.5
A870,Base Pré-Interpolada,2021,21.8
A870,Base Pré-Interpolada,2022,22.1832
A870,Base Pré-Interpolada,2023,28.7089
A870,Base Pré-Interpolada,2024,15.5
A870,ERA5 original,2000,19.1553
A870,ERA5 original,2001,17.8259
A870,ERA5 original,2002,21.3905
A870,ERA5 original,2003,19.4871
A870,ERA5 original,2004,22.2893
A870,ERA5 original,2005,19.8225
A870,ERA5 original,2006,22.5442
A870,ERA5 original,2007,18.8863
A870,ERA5 original,2008,20.1906
A870,ERA5 original,2009,18.8657
A870,ERA5 original,2010,21.1781
A870,ERA5 original,2011,24.0712
A870,ERA5 original,2012,21.5142
A870,ERA5 original,2013,21.1217
A870,ERA5 original,2014,18.906
A870,ERA5 original,2015,22.732
A870,ERA5 original,2016,20.8539
A870,ERA5 original,2017,19.993
A870,ERA5 original,2018,18.4071
A870,ERA5 original,2019,19.2576
A870,ERA5 original,2020,27.2379
A870,ERA5 original,2021,18.1094
A870,ERA5 original,2022,22.1832
A870,ERA5 original,2023,28.7089
A870,ERA5 original,2024,16.7414
A870,ERA5 original,2025,21.4751
A870,INMET (real),2016,16.7
A870,INMET (real),2017,21.4
A870,INMET (real),2018,20.7
A870,INMET (real),2019,18.9
A870,INMET (real),2020,21.5
A870,INMET (real),2021,21.8
A870,INMET (real),2022,21.5
A870,INMET (real),2023,24.2
A870,INMET (real),2024,15.5
A870,"V2 (IDW p=2, k=15)",2000,19.15529060363769
A870,"V2 (IDW p=2, k=15)",2001,17.825851440429688
A870,"V2 (IDW p=2, k=15)",2002,21.390485763549805
A870,"V2 (IDW p=2, k=15)",2003,19.516958236694336
A870,"V2 (IDW p=2, k=15)",2004,22.322416305541992
A870,"V2 (IDW p=2, k=15)",2005,19.8225212097168
A870,"V2 (IDW p=2, k=15)",2006,22.664743423461918
A870,"V2 (IDW p=2, k=15)",2007,18.90081024169922
A870,"V2 (IDW p=2, k=15)",2008,20.43407821655273
A870,"V2 (IDW p=2, k=15)",2009,19.175270080566406
A870,"V2 (IDW p=2, k=15)",2010,21.531381607055664
A870,"V2 (IDW p=2, k=15)",2011,24.38674736022949
A870,"V2 (IDW p=2, k=15)",2012,21.956636428833008
A870,"V2 (IDW p=2, k=15)",2013,21.40107536315918
A870,"V2 (IDW p=2, k=15)",2014,19.223575592041016
A870,"V2 (IDW p=2, k=15)",2015,23.020477294921875
A870,"V2 (IDW p=2, k=15)",2016,21.54174423217773
A870,"V2 (IDW p=2, k=15)",2017,21.220264434814453
A870,"V2 (IDW p=2, k=15)",2018,20.223817825317383
A870,"V2 (IDW p=2, k=15)",2019,19.997676849365234
A870,"V2 (IDW p=2, k=15)",2020,27.24263572692871
A870,"V2 (IDW p=2, k=15)",2021,21.49645233154297
A870,"V2 (IDW p=2, k=15)",2022,22.366762161254883
A870,"V2 (IDW p=2, k=15)",2023,28.94233512878418
A870,"V2 (IDW p=2, k=15)",2024,17.10772132873535
A870,"V2 (IDW p=2, k=15)",2025,21.482126235961918
A870,"V3 (Gaussiano σ=2.0, k=15)",2000,18.551973342895508
A870,"V3 (Gaussiano σ=2.0, k=15)",2001,18.66071510314941
A870,"V3 (Gaussiano σ=2.0, k=15)",2002,21.825740814208984
A870,"V3 (Gaussiano σ=2.0, k=15)",2003,20.18674087524414
A870,"V3 (Gaussiano σ=2.0, k=15)",2004,23.21653938293457
A870,"V3 (Gaussiano σ=2.0, k=15)",2005,20.600608825683597
A870,"V3 (Gaussiano σ=2.0, k=15)",2006,23.17449951171875
A870,"V3 (Gaussiano σ=2.0, k=15)",2007,17.749235153198242
A870,"V3 (Gaussiano σ=2.0, k=15)",2008,20.6859130859375
A870,"V3 (Gaussiano σ=2.0, k=15)",2009,21.21923065185547
A870,"V3 (Gaussiano σ=2.0, k=15)",2010,22.93724632263184
A870,"V3 (Gaussiano σ=2.0, k=15)",2011,24.32850646972656
A870,"V3 (Gaussiano σ=2.0, k=15)",2012,22.265363693237305
A870,"V3 (Gaussiano σ=2.0, k=15)",2013,21.5820426940918
A870,"V3 (Gaussiano σ=2.0, k=15)",2014,19.044095993041992
A870,"V3 (Gaussiano σ=2.0, k=15)",2015,22.134620666503903
A870,"V3 (Gaussiano σ=2.0, k=15)",2016,22.00479507446289
A870,"V3 (Gaussiano σ=2.0, k=15)",2017,21.73102188110352
A870,"V3 (Gaussiano σ=2.0, k=15)",2018,19.088138580322266
A870,"V3 (Gaussiano σ=2.0, k=15)",2019,20.929685592651367
A870,"V3 (Gaussiano σ=2.0, k=15)",2020,24.293243408203125
A870,"V3 (Gaussiano σ=2.0, k=15)",2021,18.34906005859375
A870,"V3 (Gaussiano σ=2.0, k=15)",2022,20.389780044555664
A870,"V3 (Gaussiano σ=2.0, k=15)",2023,27.064678192138672
A870,"V3 (Gaussiano σ=2.0, k=15)",2024,19.87254905700684
A870,"V3 (Gaussiano σ=2.0, k=15)",2025,20.78351211547852
A870,"V5 (Kriging Ordinário, Xavier 0.1°)",2000,18.16462516784668
A870,"V5 (Kriging Ordinário, Xavier 0.1°)",2001,18.661365509033203
A870,"V5 (Kriging Ordinário, Xavier 0.1°)",2002,21.82333374023437
A870,"V5 (Kriging Ordinário, Xavier 0.1°)",2003,20.146114349365234
A870,"V5 (Kriging Ordinário, Xavier 0.1°)",2004,23.170574188232425
A870,"V5 (Kriging Ordinário, Xavier 0.1°)",2005,20.613954544067383
A870,"V5 (Kriging Ordinário, Xavier 0.1°)",2006,23.20555877685547
A870,"V5 (Kriging Ordinário, Xavier 0.1°)",2007,18.322200775146484
A870,"V5 (Kriging Ordinário, Xavier 0.1°)",2008,19.698881149291992
A870,"V5 (Kriging Ordinário, Xavier 0.1°)",2009,18.96297645568848
A870,"V5 (Kriging Ordinário, Xavier 0.1°)",2010,21.70772361755371
A870,"V5 (Kriging Ordinário, Xavier 0.1°)",2011,23.8831787109375
A870,"V5 (Kriging Ordinário, Xavier 0.1°)",2012,22.096736907958984
A870,"V5 (Kriging Ordinário, Xavier 0.1°)",2013,20.77924346923828
A870,"V5 (Kriging Ordinário, Xavier 0.1°)",2014,17.783206939697266
A870,"V5 (Kriging Ordinário, Xavier 0.1°)",2015,22.03692054748535
A870,"V5 (Kriging Ordinário, Xavier 0.1°)",2016,20.79176521301269
A870,"V5 (Kriging Ordinário, Xavier 0.1°)",2017,20.89702033996582
A870,"V5 (Kriging Ordinário, Xavier 0.1°)",2018,21.60506248474121
A870,"V5 (Kriging Ordinário, Xavier 0.1°)",2019,19.02596664428711
A870,"V5 (Kriging Ordinário, Xavier 0.1°)",2020,26.41807556152344
A870,"V5 (Kriging Ordinário, Xavier 0.1°)",2021,22.269969940185547
A870,"V5 (Kriging Ordinário, Xavier 0.1°)",2022,21.92914581298828
A870,"V5 (Kriging Ordinário, Xavier 0.1°)",2023,24.07733154296875
A870,"V5 (Kriging Ordinário, Xavier 0.1°)",2024,18.036598205566406
A870,"V5 (Kriging Ordinário, Xavier 0.1°)",2025,21.892372131347656
